accuracy,balanced_accuracy,basis,dim,n_eval,n_negative,n_positive,n_total,representation,target
0.4583333432674408,0.7026143819093704,topvar,32,336,306,30,336,resid_l15,failure_artifact
0.625,0.6564292013645172,raw,full,336,271,65,336,resid_l15,failure_unsafe_or_contradictory
0.5059523582458496,0.6118648946285248,pca,16,336,271,65,336,resid_l15,failure_unsafe_or_contradictory
0.511904776096344,0.6214022189378738,pca,32,336,271,65,336,resid_l15,failure_unsafe_or_contradictory
0.5357142686843872,0.6595515161752701,random,16,336,271,65,336,resid_l15,failure_unsafe_or_contradictory
0.5178571343421936,0.6367868334054947,random,32,336,271,65,336,resid_l15,failure_unsafe_or_contradictory
0.5,0.6023275703191757,topvar,16,336,271,65,336,resid_l15,failure_unsafe_or_contradictory
0.494047611951828,0.610332116484642,topvar,32,336,271,65,336,resid_l15,failure_unsafe_or_contradictory
0.738095223903656,0.7814814746379852,raw,full,336,216,120,336,resid_l15,failure_no_refusal
0.7172619104385376,0.7671296298503876,pca,16,336,216,120,336,resid_l15,failure_no_refusal
0.7172619104385376,0.7671296298503876,pca,32,336,216,120,336,resid_l15,failure_no_refusal
0.6904761791229248,0.7407407462596893,random,16,336,216,120,336,resid_l15,failure_no_refusal
0.6845238208770752,0.7416666746139526,random,32,336,216,120,336,resid_l15,failure_no_refusal
0.6785714030265808,0.7388888895511627,topvar,16,336,216,120,336,resid_l15,failure_no_refusal
0.6934523582458496,0.7486111223697662,topvar,32,336,216,120,336,resid_l15,failure_no_refusal
0.8095238208770752,0.8136646151542664,raw,full,336,161,175,336,resid_l20,failure_attempted_refusal
0.8095238208770752,0.8136646151542664,pca,16,336,161,175,336,resid_l20,failure_attempted_refusal
0.8095238208770752,0.8136646151542664,pca,32,336,161,175,336,resid_l20,failure_attempted_refusal
0.7797619104385376,0.7828571498394012,random,16,336,161,175,336,resid_l20,failure_attempted_refusal
