abs_sum,coord,group,layer,mask,rank,sq_sum
21.33771225810051,1150,benign_account_recovery,23,all,6,14.036922882809685
21.125453393906355,964,benign_account_recovery,23,all,7,10.139902436980556
21.083503372967243,261,benign_account_recovery,23,all,8,11.79172264097932
20.77297207713127,646,benign_account_recovery,23,all,9,12.04601244727399
20.682479506358504,1392,benign_account_recovery,23,all,10,13.746964942522087
20.546817887574434,626,benign_account_recovery,23,all,11,13.80540649233917
20.427993521094322,1136,benign_account_recovery,23,all,12,11.516784999174323
20.25516864657402,1182,benign_account_recovery,23,all,13,10.927375289664681
20.24163129925728,105,benign_account_recovery,23,all,14,12.324495520454015
20.200246796011925,960,benign_account_recovery,23,all,15,10.58772450891861
20.097017750144005,306,benign_account_recovery,23,all,16,11.658711454637206
20.015778221189976,684,benign_account_recovery,23,all,17,9.549420435088479
19.806542932987213,8,benign_account_recovery,23,all,18,11.71803457828966
19.577050171792507,541,benign_account_recovery,23,all,19,12.66872889950936
19.341926857829094,265,benign_account_recovery,23,all,20,12.429105891045916
10.098885774612427,952,benign_account_recovery,23,target,1,9.574616848583613
10.011613726615906,298,benign_account_recovery,23,target,2,11.365772434491248
9.794954061508179,372,benign_account_recovery,23,target,3,10.10183020616266
9.70136633515358,1114,benign_account_recovery,23,target,4,9.982150375691488
9.469372555613518,626,benign_account_recovery,23,target,5,9.785860848118212
9.40209212899208,1136,benign_account_recovery,23,target,6,8.220503798146549
9.323017477989197,504,benign_account_recovery,23,target,7,10.24404757492406
9.289032153785229,611,benign_account_recovery,23,target,8,10.988087914551912
9.212123602628708,248,benign_account_recovery,23,target,9,9.358297232946345
9.195817157626152,125,benign_account_recovery,23,target,10,8.888396132954067
9.16882999241352,629,benign_account_recovery,23,target,11,8.94932102239083
9.102797195315361,903,benign_account_recovery,23,target,12,8.890613967410804
9.096302524209023,769,benign_account_recovery,23,target,13,9.209758316562056
9.059274941682816,1252,benign_account_recovery,23,target,14,9.249343716397583
8.927822798490524,453,benign_account_recovery,23,target,15,10.772910850701557
8.88212138414383,540,benign_account_recovery,23,target,16,7.985440601592035
8.88027910888195,273,benign_account_recovery,23,target,17,8.97942643412706
8.780145704746246,245,benign_account_recovery,23,target,18,8.38852431181473
8.755074672400951,414,benign_account_recovery,23,target,19,8.52610519220206
8.73151208460331,68,benign_account_recovery,23,target,20,7.980547798661597
10.384127724915743,793,benign_remove_tracking,16,all,1,2.432766556585838
8.651754955761135,38,benign_remove_tracking,16,all,2,2.0471438259762067
8.478686382994056,1285,benign_remove_tracking,16,all,3,1.6584567957165817
8.376965993084013,675,benign_remove_tracking,16,all,4,1.5868756161949338
8.374490665271878,45,benign_remove_tracking,16,all,5,1.643123756762565
8.170397773385048,569,benign_remove_tracking,16,all,6,1.5538035775691612
8.135270406492054,696,benign_remove_tracking,16,all,7,1.835903672641233
8.100132842548192,1449,benign_remove_tracking,16,all,8,1.683916212199003
7.854276552796364,1086,benign_remove_tracking,16,all,9,2.0649345509321373
7.807479216717184,301,benign_remove_tracking,16,all,10,1.4195989308075108
7.768514791503549,414,benign_remove_tracking,16,all,11,1.562534610725216
7.717800952494144,56,benign_remove_tracking,16,all,12,1.524988430872635
7.684251664206386,450,benign_remove_tracking,16,all,13,1.4980896603384903
7.5131812654435635,113,benign_remove_tracking,16,all,14,1.3780093520590733
7.429809613153338,1170,benign_remove_tracking,16,all,15,1.3094343449270882
7.399475472047925,1013,benign_remove_tracking,16,all,16,1.4699252342389004
7.360082793049514,1508,benign_remove_tracking,16,all,17,1.3944816912104523
7.313848414923996,923,benign_remove_tracking,16,all,18,1.616799958317019
7.311951222829521,1076,benign_remove_tracking,16,all,19,1.4730841138473214
7.303246937459335,461,benign_remove_tracking,16,all,20,1.4618884976987396
3.2666290886700153,760,benign_remove_tracking,16,target,1,1.2573774940768772
2.959142168983817,649,benign_remove_tracking,16,target,2,1.0763826279133037
2.9244701713323593,1346,benign_remove_tracking,16,target,3,0.9346298006728826
2.888452433049679,369,benign_remove_tracking,16,target,4,0.7490263101910766
2.8305540829896927,14,benign_remove_tracking,16,target,5,1.050469698753311
2.8092989698052406,768,benign_remove_tracking,16,target,6,0.9725381996468627
2.8001833707094193,921,benign_remove_tracking,16,target,7,0.9384663026543838
2.78873236104846,70,benign_remove_tracking,16,target,8,0.7769425793089365
2.770774185657501,793,benign_remove_tracking,16,target,9,0.8397510947376512
2.7634729892015457,1391,benign_remove_tracking,16,target,10,0.781387458523777
2.7633199989795685,38,benign_remove_tracking,16,target,11,0.8484891685268465
2.7509033530950546,400,benign_remove_tracking,16,target,12,0.8096112680381922
2.750135652720928,806,benign_remove_tracking,16,target,13,0.8999887665651505
2.7474702894687653,451,benign_remove_tracking,16,target,14,0.6913469984460265
2.7410528510808945,1393,benign_remove_tracking,16,target,15,0.707963182571161
2.7387024760246277,301,benign_remove_tracking,16,target,16,0.6500013216982357
2.734859861433506,113,benign_remove_tracking,16,target,17,0.6695997634877169
2.7309252470731735,839,benign_remove_tracking,16,target,18,0.7786101447329543
2.714697554707527,513,benign_remove_tracking,16,target,19,0.7191412088200979
2.70818879455328,83,benign_remove_tracking,16,target,20,0.7735815786080884
10.298690624535084,162,benign_remove_tracking,17,all,1,2.665826316768632
10.165678028017282,1519,benign_remove_tracking,17,all,2,2.753303673788201
9.559782341122627,1220,benign_remove_tracking,17,all,3,2.3011171067950067
9.255134102888405,944,benign_remove_tracking,17,all,4,2.4667809514636545
9.248027367517352,520,benign_remove_tracking,17,all,5,2.3312717486616927
9.095825668424368,1411,benign_remove_tracking,17,all,6,2.037951018946292
8.911311810836196,817,benign_remove_tracking,17,all,7,2.393259069133542
8.81562109477818,1461,benign_remove_tracking,17,all,8,2.151023158624943
8.810413584113121,1421,benign_remove_tracking,17,all,9,2.281071005004799
8.749120485968888,247,benign_remove_tracking,17,all,10,2.0948089866341744
8.535362351685762,1086,benign_remove_tracking,17,all,11,1.9141640332688417
8.518600475043058,1241,benign_remove_tracking,17,all,12,1.7783247336110766
8.488332100212574,925,benign_remove_tracking,17,all,13,2.141119948680327
8.431606102734804,178,benign_remove_tracking,17,all,14,1.9092595414938314
