a_energy_in_b_top1024,a_energy_in_b_top256,a_energy_in_b_top512,a_energy_in_b_top64,b_energy_in_a_top1024,b_energy_in_a_top256,b_energy_in_a_top512,b_energy_in_a_top64,group_a,group_b,layer,mask,mean_residual_cosine,top1024_jaccard,top256_jaccard,top512_jaccard,top64_jaccard
0.6972687015144832,0.1780864051172844,0.35194006665928795,0.04556088397848493,0.7056159283330321,0.18089025159261113,0.35920800049798635,0.04842365007119765,one_time_code,tracking_original,18,target,0.19940301775932312,0.5538694992412747,0.1010752688172043,0.2278177458033573,0.024
0.7211575817525289,0.20098460662729267,0.38890253721280843,0.06003375159948451,0.7311510106902867,0.20583847279757092,0.39822101089449885,0.059395879501863515,permission_slip,tracking_original,18,target,0.5546841025352478,0.5790285273708559,0.14798206278026907,0.29129886506935687,0.09401709401709402
0.716859678640105,0.21130204527350094,0.39581032528482835,0.06470851051244837,0.7227474327703769,0.21941571352070985,0.3977820444305825,0.06257875800545606,benign_account_recovery,benign_remove_tracking,19,all,0.847554087638855,0.6704730831973899,0.41046831955922863,0.49707602339181284,0.29292929292929293
0.6883246800694282,0.19893179797551477,0.3664982939187197,0.05906501203555994,0.6892093775198287,0.19261830383219197,0.36344167709810604,0.05378959219939367,benign_account_recovery,one_time_code,19,all,0.6624725461006165,0.5900621118012422,0.29292929292929293,0.3671562082777036,0.23076923076923078
0.6965095277334763,0.20262192137494348,0.37408672975364904,0.058654824612018874,0.7006859677730455,0.20142027024547554,0.37218939150478897,0.056613437312456605,benign_account_recovery,permission_slip,19,all,0.7630339860916138,0.6138691883372734,0.35809018567639256,0.41046831955922863,0.29292929292929293
0.7039840762226238,0.20802746513016,0.3828377591076292,0.06423067124260352,0.7146091237907325,0.20872629060084685,0.3868152945245701,0.06088076340187902,benign_account_recovery,tracking_original,19,all,0.8210113048553467,0.6423416198877305,0.39509536784741145,0.4524822695035461,0.30612244897959184
0.6969357820728618,0.19656971353529235,0.3722219043743539,0.058352764049404766,0.6897599792245948,0.1968985470905472,0.36817268767724365,0.057108011676079366,benign_remove_tracking,one_time_code,19,all,0.6424410343170166,0.6037588097102584,0.29620253164556964,0.38191632928475033,0.21904761904761905
0.7104312134898342,0.20704381098669292,0.38035682401460885,0.05996202476532435,0.6989668197638464,0.2067141221910739,0.37982435458911495,0.05899367241749654,benign_remove_tracking,permission_slip,19,all,0.787352442741394,0.6164167324388319,0.3726541554959786,0.4341736694677871,0.2549019607843137
0.7384019503616996,0.23495684950377968,0.42224367298771553,0.07083281379473842,0.7379983579981346,0.23942576124431877,0.4263338210386765,0.07004695235139748,benign_remove_tracking,tracking_original,19,all,0.9320749640464783,0.6967688483844242,0.5468277945619335,0.5950155763239875,0.47126436781609193
0.6924839821175592,0.19555031246688556,0.3713137832717682,0.05407855102740358,0.6993653478928296,0.19711013380566358,0.37051248180473073,0.0576808914740199,one_time_code,permission_slip,19,all,0.6703966856002808,0.6050156739811913,0.309462915601023,0.39509536784741145,0.24271844660194175
0.694456793796183,0.19343933111556777,0.3693704769015686,0.054480659771763335,0.6992305485424641,0.19833294696991485,0.375557255253154,0.05897509828296136,one_time_code,tracking_original,19,all,0.6779661774635315,0.6125984251968504,0.28967254408060455,0.38191632928475033,0.23076923076923078
0.7140633537852129,0.2091207825930389,0.38819999567490876,0.061724358041344546,0.7166867942935138,0.21450011373800482,0.39146663226989575,0.06321098566257874,permission_slip,tracking_original,19,all,0.8249242305755615,0.6449799196787148,0.40273972602739727,0.4862119013062409,0.31958762886597936
0.7189713369721953,0.21622478236837847,0.39658896891656803,0.0651921884795225,0.7253125409984685,0.22734570018746267,0.4109806569036575,0.06835191054227774,benign_account_recovery,benign_remove_tracking,19,target,0.6318567991256714,0.5657492354740061,0.2161520190023753,0.32470892626131953,0.16363636363636364
0.6842460743398187,0.18283450943808596,0.3476009863087452,0.04343508024714174,0.683225546208782,0.18218117263616937,0.34873259224878567,0.0521231005847047,benign_account_recovery,one_time_code,19,target,0.16953039169311523,0.5329341317365269,0.13024282560706402,0.22488038277511962,0.04065040650406504
0.6898565831444842,0.18635624252024155,0.35876597871669813,0.04845631005069946,0.6852979454677405,0.18634505592709932,0.36536927907020467,0.049148722622349685,benign_account_recovery,permission_slip,19,target,0.3568936884403229,0.5249441548771407,0.1352549889135255,0.257985257985258,0.04918032786885246
0.7056715194146634,0.20301131904094488,0.3749192078231201,0.05376259081977846,0.704479878779711,0.20392478039817072,0.38302562575355775,0.05561285367697618,benign_account_recovery,tracking_original,19,target,0.501499354839325,0.5491679273827534,0.17972350230414746,0.2832080200501253,0.06666666666666667
0.6834283996624556,0.17763156814647094,0.3536274180453851,0.045674268645358757,0.6867486678706048,0.1770060386320204,0.3476522269548383,0.053322705143124045,benign_remove_tracking,one_time_code,19,target,0.1509425938129425,0.5329341317365269,0.09871244635193133,0.22341696535244923,0.04918032786885246
0.6998904591942687,0.1993896147291454,0.36772198081578855,0.04982765102909343,0.698592471929882,0.19147837531553988,0.36729560309489634,0.054772548340025665,benign_remove_tracking,permission_slip,19,target,0.46795445680618286,0.5456603773584906,0.15056179775280898,0.244228432563791,0.04065040650406504
0.7739512786351999,0.26173905248667734,0.45977508863905486,0.08373440053547652,0.7684512842033503,0.26198051389867005,0.45973005179962,0.08244537413049587,benign_remove_tracking,tracking_original,19,target,0.8264030814170837,0.6691116544417278,0.35092348284960423,0.48405797101449277,0.26732673267326734
